Reporting country,Reference period,Item,Item code,Value,Date of extraction (yyyymmdd)
AUSTRIA,Y2016,Total available own funds to meet the SCR,R0500,35743.00,20210812
AUSTRIA,Y2017,Total available own funds to meet the SCR,R0500,37771.18,20210812
AUSTRIA,Y2018,Total available own funds to meet the SCR,R0500,35492.50,20210812
AUSTRIA,Y2019,Total available own funds to meet the SCR,R0500,35911.97,20210812
AUSTRIA,Y2020,Total available own funds to meet the SCR,R0500,37013.67,20210812
AUSTRIA,Y2016,Total available own funds to meet the MCR,R0510,35535.21,20210812
AUSTRIA,Y2017,Total available own funds to meet the MCR,R0510,37545.26,20210812
AUSTRIA,Y2018,Total available own funds to meet the MCR,R0510,35243.27,20210812
AUSTRIA,Y2019,Total available own funds to meet the MCR,R0510,35301.73,20210812
AUSTRIA,Y2020,Total available own funds to meet the MCR,R0510,36362.99,20210812
AUSTRIA,Y2016,Total eligible own funds to meet the SCR,R0540,35347.68,20210812
AUSTRIA,Y2017,Total eligible own funds to meet the SCR,R0540,37291.07,20210812
AUSTRIA,Y2018,Total eligible own funds to meet the SCR,R0540,34952.75,20210812
AUSTRIA,Y2019,Total eligible own funds to meet the SCR,R0540,35665.64,20210812
AUSTRIA,Y2020,Total eligible own funds to meet the SCR,R0540,36883.76,20210812
AUSTRIA,Y2016,Total eligible own funds to meet the MCR,R0550,33481.97,20210812
AUSTRIA,Y2017,Total eligible own funds to meet the MCR,R0550,34835.71,20210812
AUSTRIA,Y2018,Total eligible own funds to meet the MCR,R0550,32570.77,20210812
AUSTRIA,Y2019,Total eligible own funds to meet the MCR,R0550,32600.01,20210812
AUSTRIA,Y2020,Total eligible own funds to meet the MCR,R0550,33248.14,20210812
AUSTRIA,Y2016,SCR,R0580,13190.65,20210812
AUSTRIA,Y2017,SCR,R0580,13161.25,20210812
AUSTRIA,Y2018,SCR,R0580,11700.22,20210812
AUSTRIA,Y2019,SCR,R0580,13379.16,20210812
AUSTRIA,Y2020,SCR,R0580,15006.50,20210812
AUSTRIA,Y2016,MCR,R0600,3919.41,20210812
AUSTRIA,Y2017,MCR,R0600,3887.60,20210812
AUSTRIA,Y2018,MCR,R0600,3637.31,20210812
AUSTRIA,Y2019,MCR,R0600,4243.95,20210812
AUSTRIA,Y2020,MCR,R0600,4491.96,20210812
AUSTRIA,Y2016,Ratio of Eligible own funds to SCR,R0620,2.68,20210812
AUSTRIA,Y2017,Ratio of Eligible own funds to SCR,R0620,2.83,20210812
AUSTRIA,Y2018,Ratio of Eligible own funds to SCR,R0620,2.99,20210812
AUSTRIA,Y2019,Ratio of Eligible own funds to SCR,R0620,2.67,20210812
AUSTRIA,Y2020,Ratio of Eligible own funds to SCR,R0620,2.46,20210812
AUSTRIA,Y2016,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.66,20210812
AUSTRIA,Y2017,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.93,20210812
AUSTRIA,Y2018,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.92,20210812
AUSTRIA,Y2019,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.68,20210812
AUSTRIA,Y2020,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.73,20210812
AUSTRIA,Y2016,Ratio of Eligible own funds to SCR (P25),R0620_P25,1.90,20210812
AUSTRIA,Y2017,Ratio of Eligible own funds to SCR (P25),R0620_P25,2.18,20210812
AUSTRIA,Y2018,Ratio of Eligible own funds to SCR (P25),R0620_P25,2.02,20210812
AUSTRIA,Y2019,Ratio of Eligible own funds to SCR (P25),R0620_P25,1.93,20210812
AUSTRIA,Y2020,Ratio of Eligible own funds to SCR (P25),R0620_P25,1.84,20210812
AUSTRIA,Y2016,Ratio of Eligible own funds to SCR (P50),R0620_P50,2.37,20210812
AUSTRIA,Y2017,Ratio of Eligible own funds to SCR (P50),R0620_P50,2.51,20210812
AUSTRIA,Y2018,Ratio of Eligible own funds to SCR (P50),R0620_P50,2.47,20210812
AUSTRIA,Y2019,Ratio of Eligible own funds to SCR (P50),R0620_P50,2.30,20210812
AUSTRIA,Y2020,Ratio of Eligible own funds to SCR (P50),R0620_P50,2.16,20210812
AUSTRIA,Y2016,Ratio of Eligible own funds to SCR (P75),R0620_P75,2.98,20210812
AUSTRIA,Y2017,Ratio of Eligible own funds to SCR (P75),R0620_P75,3.11,20210812
AUSTRIA,Y2018,Ratio of Eligible own funds to SCR (P75),R0620_P75,2.97,20210812
AUSTRIA,Y2019,Ratio of Eligible own funds to SCR (P75),R0620_P75,2.78,20210812
AUSTRIA,Y2020,Ratio of Eligible own funds to SCR (P75),R0620_P75,2.57,20210812
AUSTRIA,Y2016,Ratio of Eligible own funds to SCR (P90),R0620_P90,3.90,20210812
AUSTRIA,Y2017,Ratio of Eligible own funds to SCR (P90),R0620_P90,3.77,20210812
AUSTRIA,Y2018,Ratio of Eligible own funds to SCR (P90),R0620_P90,3.52,20210812
AUSTRIA,Y2019,Ratio of Eligible own funds to SCR (P90),R0620_P90,3.20,20210812
AUSTRIA,Y2020,Ratio of Eligible own funds to SCR (P90),R0620_P90,2.98,20210812
AUSTRIA,Y2016,Ratio of Eligible own funds to MCR,R0640,8.54,20210812
AUSTRIA,Y2017,Ratio of Eligible own funds to MCR,R0640,8.96,20210812
AUSTRIA,Y2018,Ratio of Eligible own funds to MCR,R0640,8.95,20210812
AUSTRIA,Y2019,Ratio of Eligible own funds to MCR,R0640,7.68,20210812
AUSTRIA,Y2020,Ratio of Eligible own funds to MCR,R0640,7.40,20210812
AUSTRIA,Y2016,Ratio of Eligible own funds to MCR (P10),R0640_P10,3.69,20210812
AUSTRIA,Y2017,Ratio of Eligible own funds to MCR (P10),R0640_P10,4.28,20210812
AUSTRIA,Y2018,Ratio of Eligible own funds to MCR (P10),R0640_P10,4.65,20210812
AUSTRIA,Y2019,Ratio of Eligible own funds to MCR (P10),R0640_P10,3.93,20210812
AUSTRIA,Y2020,Ratio of Eligible own funds to MCR (P10),R0640_P10,4.46,20210812
AUSTRIA,Y2016,Ratio of Eligible own funds to MCR (P25),R0640_P25,5.29,20210812
AUSTRIA,Y2017,Ratio of Eligible own funds to MCR (P25),R0640_P25,5.67,20210812
AUSTRIA,Y2018,Ratio of Eligible own funds to MCR (P25),R0640_P25,5.57,20210812
AUSTRIA,Y2019,Ratio of Eligible own funds to MCR (P25),R0640_P25,5.10,20210812
AUSTRIA,Y2020,Ratio of Eligible own funds to MCR (P25),R0640_P25,5.11,20210812
AUSTRIA,Y2016,Ratio of Eligible own funds to MCR (P50),R0640_P50,7.00,20210812
AUSTRIA,Y2017,Ratio of Eligible own funds to MCR (P50),R0640_P50,7.35,20210812
AUSTRIA,Y2018,Ratio of Eligible own funds to MCR (P50),R0640_P50,7.36,20210812
AUSTRIA,Y2019,Ratio of Eligible own funds to MCR (P50),R0640_P50,6.71,20210812
AUSTRIA,Y2020,Ratio of Eligible own funds to MCR (P50),R0640_P50,6.91,20210812
AUSTRIA,Y2016,Ratio of Eligible own funds to MCR (P75),R0640_P75,9.55,20210812
AUSTRIA,Y2017,Ratio of Eligible own funds to MCR (P75),R0640_P75,9.41,20210812
AUSTRIA,Y2018,Ratio of Eligible own funds to MCR (P75),R0640_P75,10.07,20210812
AUSTRIA,Y2019,Ratio of Eligible own funds to MCR (P75),R0640_P75,9.14,20210812
AUSTRIA,Y2020,Ratio of Eligible own funds to MCR (P75),R0640_P75,8.71,20210812
AUSTRIA,Y2016,Ratio of Eligible own funds to MCR (P90),R0640_P90,13.46,20210812
AUSTRIA,Y2017,Ratio of Eligible own funds to MCR (P90),R0640_P90,13.09,20210812
AUSTRIA,Y2018,Ratio of Eligible own funds to MCR (P90),R0640_P90,12.58,20210812
AUSTRIA,Y2019,Ratio of Eligible own funds to MCR (P90),R0640_P90,11.97,20210812
AUSTRIA,Y2020,Ratio of Eligible own funds to MCR (P90),R0640_P90,11.91,20210812
BELGIUM,Y2016,Total available own funds to meet the SCR,R0500,32596.52,20210812
BELGIUM,Y2017,Total available own funds to meet the SCR,R0500,34068.17,20210812
BELGIUM,Y2018,Total available own funds to meet the SCR,R0500,38871.38,20210812
BELGIUM,Y2019,Total available own funds to meet the SCR,R0500,42091.16,20210812
BELGIUM,Y2020,Total available own funds to meet the SCR,R0500,41926.55,20210812
BELGIUM,Y2016,Total available own funds to meet the MCR,R0510,31493.44,20210812
BELGIUM,Y2017,Total available own funds to meet the MCR,R0510,33333.62,20210812
BELGIUM,Y2018,Total available own funds to meet the MCR,R0510,38038.90,20210812
BELGIUM,Y2019,Total available own funds to meet the MCR,R0510,40975.30,20210812
BELGIUM,Y2020,Total available own funds to meet the MCR,R0510,40625.92,20210812
BELGIUM,Y2016,Total eligible own funds to meet the SCR,R0540,32318.74,20210812
BELGIUM,Y2017,Total eligible own funds to meet the SCR,R0540,33953.64,20210812
BELGIUM,Y2018,Total eligible own funds to meet the SCR,R0540,38586.85,20210812
BELGIUM,Y2019,Total eligible own funds to meet the SCR,R0540,41841.70,20210812
BELGIUM,Y2020,Total eligible own funds to meet the SCR,R0540,41493.84,20210812
BELGIUM,Y2016,Total eligible own funds to meet the MCR,R0550,29633.81,20210812
BELGIUM,Y2017,Total eligible own funds to meet the MCR,R0550,31416.20,20210812
BELGIUM,Y2018,Total eligible own funds to meet the MCR,R0550,35682.78,20210812
BELGIUM,Y2019,Total eligible own funds to meet the MCR,R0550,37534.25,20210812
BELGIUM,Y2020,Total eligible own funds to meet the MCR,R0550,36681.30,20210812
BELGIUM,Y2016,SCR,R0580,18407.65,20210812
BELGIUM,Y2017,SCR,R0580,17662.28,20210812
BELGIUM,Y2018,SCR,R0580,17620.56,20210812
BELGIUM,Y2019,SCR,R0580,20512.07,20210812
BELGIUM,Y2020,SCR,R0580,20269.18,20210812
BELGIUM,Y2016,MCR,R0600,7788.01,20210812
BELGIUM,Y2017,MCR,R0600,7465.64,20210812
BELGIUM,Y2018,MCR,R0600,7127.66,20210812
BELGIUM,Y2019,MCR,R0600,8264.74,20210812
BELGIUM,Y2020,MCR,R0600,8226.64,20210812
BELGIUM,Y2016,Ratio of Eligible own funds to SCR,R0620,1.76,20210812
BELGIUM,Y2017,Ratio of Eligible own funds to SCR,R0620,1.92,20210812
BELGIUM,Y2018,Ratio of Eligible own funds to SCR,R0620,2.19,20210812
BELGIUM,Y2019,Ratio of Eligible own funds to SCR,R0620,2.04,20210812
BELGIUM,Y2020,Ratio of Eligible own funds to SCR,R0620,2.05,20210812
BELGIUM,Y2016,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.20,20210812
BELGIUM,Y2017,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.29,20210812
BELGIUM,Y2018,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.29,20210812
BELGIUM,Y2019,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.38,20210812
BELGIUM,Y2020,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.40,20210812
BELGIUM,Y2016,Ratio of Eligible own funds to SCR (P25),R0620_P25,1.40,20210812
BELGIUM,Y2017,Ratio of Eligible own funds to SCR (P25),R0620_P25,1.52,20210812
BELGIUM,Y2018,Ratio of Eligible own funds to SCR (P25),R0620_P25,1.55,20210812
BELGIUM,Y2019,Ratio of Eligible own funds to SCR (P25),R0620_P25,1.56,20210812
BELGIUM,Y2020,Ratio of Eligible own funds to SCR (P25),R0620_P25,1.60,20210812
BELGIUM,Y2016,Ratio of Eligible own funds to SCR (P50),R0620_P50,1.65,20210812
BELGIUM,Y2017,Ratio of Eligible own funds to SCR (P50),R0620_P50,1.86,20210812
BELGIUM,Y2018,Ratio of Eligible own funds to SCR (P50),R0620_P50,1.98,20210812
BELGIUM,Y2019,Ratio of Eligible own funds to SCR (P50),R0620_P50,1.89,20210812
BELGIUM,Y2020,Ratio of Eligible own funds to SCR (P50),R0620_P50,1.98,20210812
BELGIUM,Y2016,Ratio of Eligible own funds to SCR (P75),R0620_P75,2.33,20210812
BELGIUM,Y2017,Ratio of Eligible own funds to SCR (P75),R0620_P75,2.30,20210812
BELGIUM,Y2018,Ratio of Eligible own funds to SCR (P75),R0620_P75,2.44,20210812
BELGIUM,Y2019,Ratio of Eligible own funds to SCR (P75),R0620_P75,2.44,20210812
BELGIUM,Y2020,Ratio of Eligible own funds to SCR (P75),R0620_P75,2.41,20210812
BELGIUM,Y2016,Ratio of Eligible own funds to SCR (P90),R0620_P90,4.08,20210812
BELGIUM,Y2017,Ratio of Eligible own funds to SCR (P90),R0620_P90,3.91,20210812
BELGIUM,Y2018,Ratio of Eligible own funds to SCR (P90),R0620_P90,3.95,20210812
BELGIUM,Y2019,Ratio of Eligible own funds to SCR (P90),R0620_P90,3.51,20210812
BELGIUM,Y2020,Ratio of Eligible own funds to SCR (P90),R0620_P90,3.64,20210812
BELGIUM,Y2016,Ratio of Eligible own funds to MCR,R0640,3.81,20210812
BELGIUM,Y2017,Ratio of Eligible own funds to MCR,R0640,4.21,20210812
BELGIUM,Y2018,Ratio of Eligible own funds to MCR,R0640,5.01,20210812
BELGIUM,Y2019,Ratio of Eligible own funds to MCR,R0640,4.54,20210812
BELGIUM,Y2020,Ratio of Eligible own funds to MCR,R0640,4.46,20210812
BELGIUM,Y2016,Ratio of Eligible own funds to MCR (P10),R0640_P10,2.52,20210812
BELGIUM,Y2017,Ratio of Eligible own funds to MCR (P10),R0640_P10,2.75,20210812
BELGIUM,Y2018,Ratio of Eligible own funds to MCR (P10),R0640_P10,2.70,20210812
BELGIUM,Y2019,Ratio of Eligible own funds to MCR (P10),R0640_P10,2.73,20210812
BELGIUM,Y2020,Ratio of Eligible own funds to MCR (P10),R0640_P10,2.87,20210812
BELGIUM,Y2016,Ratio of Eligible own funds to MCR (P25),R0640_P25,3.17,20210812
BELGIUM,Y2017,Ratio of Eligible own funds to MCR (P25),R0640_P25,3.29,20210812
BELGIUM,Y2018,Ratio of Eligible own funds to MCR (P25),R0640_P25,3.56,20210812
BELGIUM,Y2019,Ratio of Eligible own funds to MCR (P25),R0640_P25,3.33,20210812
BELGIUM,Y2020,Ratio of Eligible own funds to MCR (P25),R0640_P25,3.53,20210812
BELGIUM,Y2016,Ratio of Eligible own funds to MCR (P50),R0640_P50,4.20,20210812
BELGIUM,Y2017,Ratio of Eligible own funds to MCR (P50),R0640_P50,4.49,20210812
BELGIUM,Y2018,Ratio of Eligible own funds to MCR (P50),R0640_P50,4.64,20210812
BELGIUM,Y2019,Ratio of Eligible own funds to MCR (P50),R0640_P50,4.67,20210812
BELGIUM,Y2020,Ratio of Eligible own funds to MCR (P50),R0640_P50,4.50,20210812
BELGIUM,Y2016,Ratio of Eligible own funds to MCR (P75),R0640_P75,6.22,20210812
BELGIUM,Y2017,Ratio of Eligible own funds to MCR (P75),R0640_P75,6.88,20210812
BELGIUM,Y2018,Ratio of Eligible own funds to MCR (P75),R0640_P75,7.58,20210812
BELGIUM,Y2019,Ratio of Eligible own funds to MCR (P75),R0640_P75,6.89,20210812
BELGIUM,Y2020,Ratio of Eligible own funds to MCR (P75),R0640_P75,7.37,20210812
BELGIUM,Y2016,Ratio of Eligible own funds to MCR (P90),R0640_P90,8.24,20210812
BELGIUM,Y2017,Ratio of Eligible own funds to MCR (P90),R0640_P90,8.95,20210812
BELGIUM,Y2018,Ratio of Eligible own funds to MCR (P90),R0640_P90,9.67,20210812
BELGIUM,Y2019,Ratio of Eligible own funds to MCR (P90),R0640_P90,9.64,20210812
BELGIUM,Y2020,Ratio of Eligible own funds to MCR (P90),R0640_P90,8.88,20210812
BULGARIA,Y2016,Total available own funds to meet the SCR,R0500,1197.86,20210812
BULGARIA,Y2017,Total available own funds to meet the SCR,R0500,1367.18,20210812
BULGARIA,Y2018,Total available own funds to meet the SCR,R0500,1382.65,20210812
BULGARIA,Y2019,Total available own funds to meet the SCR,R0500,1573.93,20210812
BULGARIA,Y2020,Total available own funds to meet the SCR,R0500,1629.08,20210812
BULGARIA,Y2016,Total available own funds to meet the MCR,R0510,1187.53,20210812
BULGARIA,Y2017,Total available own funds to meet the MCR,R0510,1356.59,20210812
BULGARIA,Y2018,Total available own funds to meet the MCR,R0510,1372.10,20210812
BULGARIA,Y2019,Total available own funds to meet the MCR,R0510,1563.51,20210812
BULGARIA,Y2020,Total available own funds to meet the MCR,R0510,1618.01,20210812
BULGARIA,Y2016,Total eligible own funds to meet the SCR,R0540,1190.16,20210812
BULGARIA,Y2017,Total eligible own funds to meet the SCR,R0540,1367.18,20210812
BULGARIA,Y2018,Total eligible own funds to meet the SCR,R0540,1382.65,20210812
BULGARIA,Y2019,Total eligible own funds to meet the SCR,R0540,1573.93,20210812
BULGARIA,Y2020,Total eligible own funds to meet the SCR,R0540,1629.08,20210812
BULGARIA,Y2016,Total eligible own funds to meet the MCR,R0550,1166.13,20210812
BULGARIA,Y2017,Total eligible own funds to meet the MCR,R0550,1348.52,20210812
BULGARIA,Y2018,Total eligible own funds to meet the MCR,R0550,1366.95,20210812
BULGARIA,Y2019,Total eligible own funds to meet the MCR,R0550,1557.98,20210812
BULGARIA,Y2020,Total eligible own funds to meet the MCR,R0550,1612.64,20210812
BULGARIA,Y2016,SCR,R0580,605.16,20210812
BULGARIA,Y2017,SCR,R0580,631.37,20210812
BULGARIA,Y2018,SCR,R0580,685.10,20210812
BULGARIA,Y2019,SCR,R0580,787.24,20210812
BULGARIA,Y2020,SCR,R0580,857.71,20210812
BULGARIA,Y2016,MCR,R0600,286.85,20210812
BULGARIA,Y2017,MCR,R0600,281.09,20210812
BULGARIA,Y2018,MCR,R0600,287.00,20210812
BULGARIA,Y2019,MCR,R0600,310.20,20210812
BULGARIA,Y2020,MCR,R0600,307.34,20210812
BULGARIA,Y2016,Ratio of Eligible own funds to SCR,R0620,1.97,20210812
BULGARIA,Y2017,Ratio of Eligible own funds to SCR,R0620,2.17,20210812
BULGARIA,Y2018,Ratio of Eligible own funds to SCR,R0620,2.02,20210812
BULGARIA,Y2019,Ratio of Eligible own funds to SCR,R0620,2.00,20210812
BULGARIA,Y2020,Ratio of Eligible own funds to SCR,R0620,1.90,20210812
BULGARIA,Y2016,Ratio of Eligible own funds to SCR (P10),R0620_P10,0.99,20210812
BULGARIA,Y2017,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.05,20210812
BULGARIA,Y2018,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.10,20210812
BULGARIA,Y2019,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.15,20210812
BULGARIA,Y2020,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.13,20210812
BULGARIA,Y2016,Ratio of Eligible own funds to SCR (P25),R0620_P25,1.29,20210812
BULGARIA,Y2017,Ratio of Eligible own funds to SCR (P25),R0620_P25,1.31,20210812
BULGARIA,Y2018,Ratio of Eligible own funds to SCR (P25),R0620_P25,1.33,20210812
BULGARIA,Y2019,Ratio of Eligible own funds to SCR (P25),R0620_P25,1.23,20210812
BULGARIA,Y2020,Ratio of Eligible own funds to SCR (P25),R0620_P25,1.34,20210812
BULGARIA,Y2016,Ratio of Eligible own funds to SCR (P50),R0620_P50,1.77,20210812
BULGARIA,Y2017,Ratio of Eligible own funds to SCR (P50),R0620_P50,1.87,20210812
BULGARIA,Y2018,Ratio of Eligible own funds to SCR (P50),R0620_P50,1.91,20210812
BULGARIA,Y2019,Ratio of Eligible own funds to SCR (P50),R0620_P50,1.75,20210812
BULGARIA,Y2020,Ratio of Eligible own funds to SCR (P50),R0620_P50,1.80,20210812
BULGARIA,Y2016,Ratio of Eligible own funds to SCR (P75),R0620_P75,2.63,20210812
BULGARIA,Y2017,Ratio of Eligible own funds to SCR (P75),R0620_P75,2.93,20210812
BULGARIA,Y2018,Ratio of Eligible own funds to SCR (P75),R0620_P75,2.70,20210812
BULGARIA,Y2019,Ratio of Eligible own funds to SCR (P75),R0620_P75,2.39,20210812
BULGARIA,Y2020,Ratio of Eligible own funds to SCR (P75),R0620_P75,2.28,20210812
BULGARIA,Y2016,Ratio of Eligible own funds to SCR (P90),R0620_P90,3.65,20210812
BULGARIA,Y2017,Ratio of Eligible own funds to SCR (P90),R0620_P90,3.70,20210812
BULGARIA,Y2018,Ratio of Eligible own funds to SCR (P90),R0620_P90,3.35,20210812
BULGARIA,Y2019,Ratio of Eligible own funds to SCR (P90),R0620_P90,2.77,20210812
BULGARIA,Y2020,Ratio of Eligible own funds to SCR (P90),R0620_P90,2.72,20210812
BULGARIA,Y2016,Ratio of Eligible own funds to MCR,R0640,4.07,20210812
BULGARIA,Y2017,Ratio of Eligible own funds to MCR,R0640,4.80,20210812
BULGARIA,Y2018,Ratio of Eligible own funds to MCR,R0640,4.76,20210812
BULGARIA,Y2019,Ratio of Eligible own funds to MCR,R0640,5.02,20210812
BULGARIA,Y2020,Ratio of Eligible own funds to MCR,R0640,5.25,20210812
BULGARIA,Y2016,Ratio of Eligible own funds to MCR (P10),R0640_P10,1.02,20210812
BULGARIA,Y2017,Ratio of Eligible own funds to MCR (P10),R0640_P10,1.11,20210812
BULGARIA,Y2018,Ratio of Eligible own funds to MCR (P10),R0640_P10,1.11,20210812
BULGARIA,Y2019,Ratio of Eligible own funds to MCR (P10),R0640_P10,1.17,20210812
BULGARIA,Y2020,Ratio of Eligible own funds to MCR (P10),R0640_P10,1.27,20210812
BULGARIA,Y2016,Ratio of Eligible own funds to MCR (P25),R0640_P25,1.12,20210812
BULGARIA,Y2017,Ratio of Eligible own funds to MCR (P25),R0640_P25,1.20,20210812
BULGARIA,Y2018,Ratio of Eligible own funds to MCR (P25),R0640_P25,1.40,20210812
BULGARIA,Y2019,Ratio of Eligible own funds to MCR (P25),R0640_P25,1.60,20210812
BULGARIA,Y2020,Ratio of Eligible own funds to MCR (P25),R0640_P25,1.96,20210812
BULGARIA,Y2016,Ratio of Eligible own funds to MCR (P50),R0640_P50,1.54,20210812
BULGARIA,Y2017,Ratio of Eligible own funds to MCR (P50),R0640_P50,2.36,20210812
BULGARIA,Y2018,Ratio of Eligible own funds to MCR (P50),R0640_P50,2.52,20210812
BULGARIA,Y2019,Ratio of Eligible own funds to MCR (P50),R0640_P50,2.82,20210812
BULGARIA,Y2020,Ratio of Eligible own funds to MCR (P50),R0640_P50,3.14,20210812
BULGARIA,Y2016,Ratio of Eligible own funds to MCR (P75),R0640_P75,3.86,20210812
BULGARIA,Y2017,Ratio of Eligible own funds to MCR (P75),R0640_P75,4.15,20210812
BULGARIA,Y2018,Ratio of Eligible own funds to MCR (P75),R0640_P75,4.09,20210812
BULGARIA,Y2019,Ratio of Eligible own funds to MCR (P75),R0640_P75,5.01,20210812
BULGARIA,Y2020,Ratio of Eligible own funds to MCR (P75),R0640_P75,4.99,20210812
BULGARIA,Y2016,Ratio of Eligible own funds to MCR (P90),R0640_P90,4.77,20210812
BULGARIA,Y2017,Ratio of Eligible own funds to MCR (P90),R0640_P90,5.74,20210812
BULGARIA,Y2018,Ratio of Eligible own funds to MCR (P90),R0640_P90,5.18,20210812
BULGARIA,Y2019,Ratio of Eligible own funds to MCR (P90),R0640_P90,6.60,20210812
BULGARIA,Y2020,Ratio of Eligible own funds to MCR (P90),R0640_P90,6.79,20210812
CROATIA,Y2016,Total available own funds to meet the SCR,R0500,1510.54,20210812
CROATIA,Y2017,Total available own funds to meet the SCR,R0500,1560.66,20210812
CROATIA,Y2018,Total available own funds to meet the SCR,R0500,1539.46,20210812
CROATIA,Y2019,Total available own funds to meet the SCR,R0500,1544.20,20210812
CROATIA,Y2020,Total available own funds to meet the SCR,R0500,1711.22,20210812
CROATIA,Y2016,Total available own funds to meet the MCR,R0510,1508.46,20210812
CROATIA,Y2017,Total available own funds to meet the MCR,R0510,1560.66,20210812
CROATIA,Y2018,Total available own funds to meet the MCR,R0510,1539.46,20210812
CROATIA,Y2019,Total available own funds to meet the MCR,R0510,1538.44,20210812
CROATIA,Y2020,Total available own funds to meet the MCR,R0510,1706.41,20210812
CROATIA,Y2016,Total eligible own funds to meet the SCR,R0540,1509.47,20210812
CROATIA,Y2017,Total eligible own funds to meet the SCR,R0540,1560.66,20210812
CROATIA,Y2018,Total eligible own funds to meet the SCR,R0540,1539.46,20210812
CROATIA,Y2019,Total eligible own funds to meet the SCR,R0540,1544.20,20210812
CROATIA,Y2020,Total eligible own funds to meet the SCR,R0540,1711.22,20210812
CROATIA,Y2016,Total eligible own funds to meet the MCR,R0550,1508.46,20210812
CROATIA,Y2017,Total eligible own funds to meet the MCR,R0550,1560.66,20210812
CROATIA,Y2018,Total eligible own funds to meet the MCR,R0550,1539.46,20210812
CROATIA,Y2019,Total eligible own funds to meet the MCR,R0550,1538.44,20210812
CROATIA,Y2020,Total eligible own funds to meet the MCR,R0550,1706.41,20210812
CROATIA,Y2016,SCR,R0580,646.04,20210812
CROATIA,Y2017,SCR,R0580,646.71,20210812
CROATIA,Y2018,SCR,R0580,671.79,20210812
CROATIA,Y2019,SCR,R0580,696.60,20210812
CROATIA,Y2020,SCR,R0580,799.24,20210812
CROATIA,Y2016,MCR,R0600,227.04,20210812
CROATIA,Y2017,MCR,R0600,234.92,20210812
CROATIA,Y2018,MCR,R0600,238.99,20210812
CROATIA,Y2019,MCR,R0600,247.60,20210812
CROATIA,Y2020,MCR,R0600,259.96,20210812
CROATIA,Y2016,Ratio of Eligible own funds to SCR,R0620,2.34,20210812
CROATIA,Y2017,Ratio of Eligible own funds to SCR,R0620,2.41,20210812
CROATIA,Y2018,Ratio of Eligible own funds to SCR,R0620,2.29,20210812
CROATIA,Y2019,Ratio of Eligible own funds to SCR,R0620,2.22,20210812
CROATIA,Y2020,Ratio of Eligible own funds to SCR,R0620,2.14,20210812
CROATIA,Y2016,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.52,20210812
CROATIA,Y2017,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.46,20210812
CROATIA,Y2018,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.53,20210812
CROATIA,Y2019,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.23,20210812
CROATIA,Y2020,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.58,20210812
CROATIA,Y2016,Ratio of Eligible own funds to SCR (P25),R0620_P25,1.80,20210812
CROATIA,Y2017,Ratio of Eligible own funds to SCR (P25),R0620_P25,1.67,20210812
CROATIA,Y2018,Ratio of Eligible own funds to SCR (P25),R0620_P25,1.62,20210812
CROATIA,Y2019,Ratio of Eligible own funds to SCR (P25),R0620_P25,1.74,20210812
CROATIA,Y2020,Ratio of Eligible own funds to SCR (P25),R0620_P25,1.65,20210812
CROATIA,Y2016,Ratio of Eligible own funds to SCR (P50),R0620_P50,2.37,20210812
CROATIA,Y2017,Ratio of Eligible own funds to SCR (P50),R0620_P50,2.52,20210812
CROATIA,Y2018,Ratio of Eligible own funds to SCR (P50),R0620_P50,2.11,20210812
CROATIA,Y2019,Ratio of Eligible own funds to SCR (P50),R0620_P50,1.91,20210812
CROATIA,Y2020,Ratio of Eligible own funds to SCR (P50),R0620_P50,1.91,20210812
CROATIA,Y2016,Ratio of Eligible own funds to SCR (P75),R0620_P75,3.40,20210812
CROATIA,Y2017,Ratio of Eligible own funds to SCR (P75),R0620_P75,3.48,20210812
CROATIA,Y2018,Ratio of Eligible own funds to SCR (P75),R0620_P75,2.62,20210812
CROATIA,Y2019,Ratio of Eligible own funds to SCR (P75),R0620_P75,2.55,20210812
CROATIA,Y2020,Ratio of Eligible own funds to SCR (P75),R0620_P75,2.30,20210812
CROATIA,Y2016,Ratio of Eligible own funds to SCR (P90),R0620_P90,4.18,20210812
CROATIA,Y2017,Ratio of Eligible own funds to SCR (P90),R0620_P90,3.97,20210812
CROATIA,Y2018,Ratio of Eligible own funds to SCR (P90),R0620_P90,3.64,20210812
