Reporting country,Reference period,Item,Item code,Value,Date of extraction (yyyymmdd)
DENMARK,Y2019,Ratio of Eligible own funds to MCR (P90),R0640_P90,13.79,20210812
DENMARK,Y2020,Ratio of Eligible own funds to MCR (P90),R0640_P90,13.69,20210812
ESTONIA,Y2016,Total available own funds to meet the SCR,R0500,549.12,20210812
ESTONIA,Y2017,Total available own funds to meet the SCR,R0500,593.22,20210812
ESTONIA,Y2018,Total available own funds to meet the SCR,R0500,613.09,20210812
ESTONIA,Y2019,Total available own funds to meet the SCR,R0500,655.24,20210812
ESTONIA,Y2020,Total available own funds to meet the SCR,R0500,613.37,20210812
ESTONIA,Y2016,Total available own funds to meet the MCR,R0510,547.74,20210812
ESTONIA,Y2017,Total available own funds to meet the MCR,R0510,592.81,20210812
ESTONIA,Y2018,Total available own funds to meet the MCR,R0510,612.84,20210812
ESTONIA,Y2019,Total available own funds to meet the MCR,R0510,654.93,20210812
ESTONIA,Y2020,Total available own funds to meet the MCR,R0510,613.07,20210812
ESTONIA,Y2016,Total eligible own funds to meet the SCR,R0540,549.12,20210812
ESTONIA,Y2017,Total eligible own funds to meet the SCR,R0540,593.22,20210812
ESTONIA,Y2018,Total eligible own funds to meet the SCR,R0540,613.09,20210812
ESTONIA,Y2019,Total eligible own funds to meet the SCR,R0540,655.24,20210812
ESTONIA,Y2020,Total eligible own funds to meet the SCR,R0540,613.37,20210812
ESTONIA,Y2016,Total eligible own funds to meet the MCR,R0550,545.05,20210812
ESTONIA,Y2017,Total eligible own funds to meet the MCR,R0550,590.89,20210812
ESTONIA,Y2018,Total eligible own funds to meet the MCR,R0550,611.71,20210812
ESTONIA,Y2019,Total eligible own funds to meet the MCR,R0550,654.07,20210812
ESTONIA,Y2020,Total eligible own funds to meet the MCR,R0550,612.18,20210812
ESTONIA,Y2016,SCR,R0580,283.81,20210812
ESTONIA,Y2017,SCR,R0580,308.52,20210812
ESTONIA,Y2018,SCR,R0580,341.50,20210812
ESTONIA,Y2019,SCR,R0580,359.82,20210812
ESTONIA,Y2020,SCR,R0580,346.55,20210812
ESTONIA,Y2016,MCR,R0600,101.47,20210812
ESTONIA,Y2017,MCR,R0600,106.41,20210812
ESTONIA,Y2018,MCR,R0600,118.00,20210812
ESTONIA,Y2019,MCR,R0600,120.97,20210812
ESTONIA,Y2020,MCR,R0600,118.58,20210812
ESTONIA,Y2016,Ratio of Eligible own funds to SCR,R0620,1.93,20210812
ESTONIA,Y2017,Ratio of Eligible own funds to SCR,R0620,1.92,20210812
ESTONIA,Y2018,Ratio of Eligible own funds to SCR,R0620,1.80,20210812
ESTONIA,Y2019,Ratio of Eligible own funds to SCR,R0620,1.82,20210812
ESTONIA,Y2020,Ratio of Eligible own funds to SCR,R0620,1.77,20210812
ESTONIA,Y2016,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.44,20210812
ESTONIA,Y2017,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.36,20210812
ESTONIA,Y2018,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.15,20210812
ESTONIA,Y2019,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.31,20210812
ESTONIA,Y2020,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.40,20210812
ESTONIA,Y2016,Ratio of Eligible own funds to SCR (P25),R0620_P25,1.69,20210812
ESTONIA,Y2017,Ratio of Eligible own funds to SCR (P25),R0620_P25,1.58,20210812
ESTONIA,Y2018,Ratio of Eligible own funds to SCR (P25),R0620_P25,1.33,20210812
ESTONIA,Y2019,Ratio of Eligible own funds to SCR (P25),R0620_P25,1.51,20210812
ESTONIA,Y2020,Ratio of Eligible own funds to SCR (P25),R0620_P25,1.64,20210812
ESTONIA,Y2016,Ratio of Eligible own funds to SCR (P50),R0620_P50,1.80,20210812
ESTONIA,Y2017,Ratio of Eligible own funds to SCR (P50),R0620_P50,1.83,20210812
ESTONIA,Y2018,Ratio of Eligible own funds to SCR (P50),R0620_P50,1.82,20210812
ESTONIA,Y2019,Ratio of Eligible own funds to SCR (P50),R0620_P50,1.70,20210812
ESTONIA,Y2020,Ratio of Eligible own funds to SCR (P50),R0620_P50,1.68,20210812
ESTONIA,Y2016,Ratio of Eligible own funds to SCR (P75),R0620_P75,2.58,20210812
ESTONIA,Y2017,Ratio of Eligible own funds to SCR (P75),R0620_P75,2.38,20210812
ESTONIA,Y2018,Ratio of Eligible own funds to SCR (P75),R0620_P75,2.26,20210812
ESTONIA,Y2019,Ratio of Eligible own funds to SCR (P75),R0620_P75,2.13,20210812
ESTONIA,Y2020,Ratio of Eligible own funds to SCR (P75),R0620_P75,2.39,20210812
ESTONIA,Y2016,Ratio of Eligible own funds to SCR (P90),R0620_P90,5.31,20210812
ESTONIA,Y2017,Ratio of Eligible own funds to SCR (P90),R0620_P90,3.46,20210812
ESTONIA,Y2018,Ratio of Eligible own funds to SCR (P90),R0620_P90,3.77,20210812
ESTONIA,Y2019,Ratio of Eligible own funds to SCR (P90),R0620_P90,4.99,20210812
ESTONIA,Y2020,Ratio of Eligible own funds to SCR (P90),R0620_P90,7.10,20210812
ESTONIA,Y2016,Ratio of Eligible own funds to MCR,R0640,5.37,20210812
ESTONIA,Y2017,Ratio of Eligible own funds to MCR,R0640,5.55,20210812
ESTONIA,Y2018,Ratio of Eligible own funds to MCR,R0640,5.18,20210812
ESTONIA,Y2019,Ratio of Eligible own funds to MCR,R0640,5.41,20210812
ESTONIA,Y2020,Ratio of Eligible own funds to MCR,R0640,5.16,20210812
ESTONIA,Y2016,Ratio of Eligible own funds to MCR (P10),R0640_P10,1.66,20210812
ESTONIA,Y2017,Ratio of Eligible own funds to MCR (P10),R0640_P10,2.08,20210812
ESTONIA,Y2018,Ratio of Eligible own funds to MCR (P10),R0640_P10,2.15,20210812
ESTONIA,Y2019,Ratio of Eligible own funds to MCR (P10),R0640_P10,1.83,20210812
ESTONIA,Y2020,Ratio of Eligible own funds to MCR (P10),R0640_P10,1.90,20210812
ESTONIA,Y2016,Ratio of Eligible own funds to MCR (P25),R0640_P25,3.04,20210812
ESTONIA,Y2017,Ratio of Eligible own funds to MCR (P25),R0640_P25,4.00,20210812
ESTONIA,Y2018,Ratio of Eligible own funds to MCR (P25),R0640_P25,4.56,20210812
ESTONIA,Y2019,Ratio of Eligible own funds to MCR (P25),R0640_P25,4.69,20210812
ESTONIA,Y2020,Ratio of Eligible own funds to MCR (P25),R0640_P25,3.06,20210812
ESTONIA,Y2016,Ratio of Eligible own funds to MCR (P50),R0640_P50,5.46,20210812
ESTONIA,Y2017,Ratio of Eligible own funds to MCR (P50),R0640_P50,5.76,20210812
ESTONIA,Y2018,Ratio of Eligible own funds to MCR (P50),R0640_P50,5.23,20210812
ESTONIA,Y2019,Ratio of Eligible own funds to MCR (P50),R0640_P50,5.02,20210812
ESTONIA,Y2020,Ratio of Eligible own funds to MCR (P50),R0640_P50,5.56,20210812
ESTONIA,Y2016,Ratio of Eligible own funds to MCR (P75),R0640_P75,6.14,20210812
ESTONIA,Y2017,Ratio of Eligible own funds to MCR (P75),R0640_P75,6.95,20210812
ESTONIA,Y2018,Ratio of Eligible own funds to MCR (P75),R0640_P75,6.31,20210812
ESTONIA,Y2019,Ratio of Eligible own funds to MCR (P75),R0640_P75,6.03,20210812
ESTONIA,Y2020,Ratio of Eligible own funds to MCR (P75),R0640_P75,6.00,20210812
ESTONIA,Y2016,Ratio of Eligible own funds to MCR (P90),R0640_P90,6.92,20210812
ESTONIA,Y2017,Ratio of Eligible own funds to MCR (P90),R0640_P90,7.06,20210812
ESTONIA,Y2018,Ratio of Eligible own funds to MCR (P90),R0640_P90,6.77,20210812
ESTONIA,Y2019,Ratio of Eligible own funds to MCR (P90),R0640_P90,7.75,20210812
ESTONIA,Y2020,Ratio of Eligible own funds to MCR (P90),R0640_P90,6.57,20210812
FINLAND,Y2016,Total available own funds to meet the SCR,R0500,12483.51,20210812
FINLAND,Y2017,Total available own funds to meet the SCR,R0500,12423.69,20210812
FINLAND,Y2018,Total available own funds to meet the SCR,R0500,11968.59,20210812
FINLAND,Y2019,Total available own funds to meet the SCR,R0500,12863.28,20210812
FINLAND,Y2020,Total available own funds to meet the SCR,R0500,13215.41,20210812
FINLAND,Y2016,Total available own funds to meet the MCR,R0510,12403.46,20210812
FINLAND,Y2017,Total available own funds to meet the MCR,R0510,12341.46,20210812
FINLAND,Y2018,Total available own funds to meet the MCR,R0510,11883.46,20210812
FINLAND,Y2019,Total available own funds to meet the MCR,R0510,12781.90,20210812
FINLAND,Y2020,Total available own funds to meet the MCR,R0510,13077.58,20210812
FINLAND,Y2016,Total eligible own funds to meet the SCR,R0540,12425.15,20210812
FINLAND,Y2017,Total eligible own funds to meet the SCR,R0540,12361.73,20210812
FINLAND,Y2018,Total eligible own funds to meet the SCR,R0540,11902.27,20210812
FINLAND,Y2019,Total eligible own funds to meet the SCR,R0540,12801.14,20210812
FINLAND,Y2020,Total eligible own funds to meet the SCR,R0540,13130.11,20210812
FINLAND,Y2016,Total eligible own funds to meet the MCR,R0550,12126.90,20210812
FINLAND,Y2017,Total eligible own funds to meet the MCR,R0550,12044.03,20210812
FINLAND,Y2018,Total eligible own funds to meet the MCR,R0550,11569.55,20210812
FINLAND,Y2019,Total eligible own funds to meet the MCR,R0550,12292.66,20210812
FINLAND,Y2020,Total eligible own funds to meet the MCR,R0550,12592.22,20210812
FINLAND,Y2016,SCR,R0580,6049.44,20210812
FINLAND,Y2017,SCR,R0580,6003.14,20210812
FINLAND,Y2018,SCR,R0580,5390.44,20210812
FINLAND,Y2019,SCR,R0580,6097.65,20210812
FINLAND,Y2020,SCR,R0580,6353.26,20210812
FINLAND,Y2016,MCR,R0600,1815.98,20210812
FINLAND,Y2017,MCR,R0600,1715.41,20210812
FINLAND,Y2018,MCR,R0600,1602.37,20210812
FINLAND,Y2019,MCR,R0600,1734.24,20210812
FINLAND,Y2020,MCR,R0600,1770.51,20210812
FINLAND,Y2016,Ratio of Eligible own funds to SCR,R0620,2.05,20210812
FINLAND,Y2017,Ratio of Eligible own funds to SCR,R0620,2.06,20210812
FINLAND,Y2018,Ratio of Eligible own funds to SCR,R0620,2.21,20210812
FINLAND,Y2019,Ratio of Eligible own funds to SCR,R0620,2.10,20210812
FINLAND,Y2020,Ratio of Eligible own funds to SCR,R0620,2.07,20210812
FINLAND,Y2016,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.55,20210812
FINLAND,Y2017,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.56,20210812
FINLAND,Y2018,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.65,20210812
FINLAND,Y2019,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.56,20210812
FINLAND,Y2020,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.70,20210812
FINLAND,Y2016,Ratio of Eligible own funds to SCR (P25),R0620_P25,1.80,20210812
FINLAND,Y2017,Ratio of Eligible own funds to SCR (P25),R0620_P25,1.94,20210812
FINLAND,Y2018,Ratio of Eligible own funds to SCR (P25),R0620_P25,2.15,20210812
FINLAND,Y2019,Ratio of Eligible own funds to SCR (P25),R0620_P25,1.93,20210812
FINLAND,Y2020,Ratio of Eligible own funds to SCR (P25),R0620_P25,1.93,20210812
FINLAND,Y2016,Ratio of Eligible own funds to SCR (P50),R0620_P50,2.58,20210812
FINLAND,Y2017,Ratio of Eligible own funds to SCR (P50),R0620_P50,2.09,20210812
FINLAND,Y2018,Ratio of Eligible own funds to SCR (P50),R0620_P50,2.45,20210812
FINLAND,Y2019,Ratio of Eligible own funds to SCR (P50),R0620_P50,2.19,20210812
FINLAND,Y2020,Ratio of Eligible own funds to SCR (P50),R0620_P50,2.25,20210812
FINLAND,Y2016,Ratio of Eligible own funds to SCR (P75),R0620_P75,3.01,20210812
FINLAND,Y2017,Ratio of Eligible own funds to SCR (P75),R0620_P75,2.42,20210812
FINLAND,Y2018,Ratio of Eligible own funds to SCR (P75),R0620_P75,2.59,20210812
FINLAND,Y2019,Ratio of Eligible own funds to SCR (P75),R0620_P75,2.38,20210812
FINLAND,Y2020,Ratio of Eligible own funds to SCR (P75),R0620_P75,2.54,20210812
FINLAND,Y2016,Ratio of Eligible own funds to SCR (P90),R0620_P90,3.70,20210812
FINLAND,Y2017,Ratio of Eligible own funds to SCR (P90),R0620_P90,2.92,20210812
FINLAND,Y2018,Ratio of Eligible own funds to SCR (P90),R0620_P90,3.22,20210812
FINLAND,Y2019,Ratio of Eligible own funds to SCR (P90),R0620_P90,2.74,20210812
FINLAND,Y2020,Ratio of Eligible own funds to SCR (P90),R0620_P90,2.90,20210812
FINLAND,Y2016,Ratio of Eligible own funds to MCR,R0640,6.68,20210812
FINLAND,Y2017,Ratio of Eligible own funds to MCR,R0640,7.02,20210812
FINLAND,Y2018,Ratio of Eligible own funds to MCR,R0640,7.22,20210812
FINLAND,Y2019,Ratio of Eligible own funds to MCR,R0640,7.09,20210812
FINLAND,Y2020,Ratio of Eligible own funds to MCR,R0640,7.11,20210812
FINLAND,Y2016,Ratio of Eligible own funds to MCR (P10),R0640_P10,3.72,20210812
FINLAND,Y2017,Ratio of Eligible own funds to MCR (P10),R0640_P10,4.10,20210812
FINLAND,Y2018,Ratio of Eligible own funds to MCR (P10),R0640_P10,4.02,20210812
FINLAND,Y2019,Ratio of Eligible own funds to MCR (P10),R0640_P10,4.31,20210812
FINLAND,Y2020,Ratio of Eligible own funds to MCR (P10),R0640_P10,4.84,20210812
FINLAND,Y2016,Ratio of Eligible own funds to MCR (P25),R0640_P25,4.70,20210812
FINLAND,Y2017,Ratio of Eligible own funds to MCR (P25),R0640_P25,6.47,20210812
FINLAND,Y2018,Ratio of Eligible own funds to MCR (P25),R0640_P25,5.76,20210812
FINLAND,Y2019,Ratio of Eligible own funds to MCR (P25),R0640_P25,6.34,20210812
FINLAND,Y2020,Ratio of Eligible own funds to MCR (P25),R0640_P25,6.73,20210812
FINLAND,Y2016,Ratio of Eligible own funds to MCR (P50),R0640_P50,7.61,20210812
FINLAND,Y2017,Ratio of Eligible own funds to MCR (P50),R0640_P50,8.15,20210812
FINLAND,Y2018,Ratio of Eligible own funds to MCR (P50),R0640_P50,9.13,20210812
FINLAND,Y2019,Ratio of Eligible own funds to MCR (P50),R0640_P50,8.11,20210812
FINLAND,Y2020,Ratio of Eligible own funds to MCR (P50),R0640_P50,8.24,20210812
FINLAND,Y2016,Ratio of Eligible own funds to MCR (P75),R0640_P75,11.34,20210812
FINLAND,Y2017,Ratio of Eligible own funds to MCR (P75),R0640_P75,9.14,20210812
FINLAND,Y2018,Ratio of Eligible own funds to MCR (P75),R0640_P75,10.22,20210812
FINLAND,Y2019,Ratio of Eligible own funds to MCR (P75),R0640_P75,9.25,20210812
FINLAND,Y2020,Ratio of Eligible own funds to MCR (P75),R0640_P75,9.51,20210812
FINLAND,Y2016,Ratio of Eligible own funds to MCR (P90),R0640_P90,13.04,20210812
FINLAND,Y2017,Ratio of Eligible own funds to MCR (P90),R0640_P90,11.70,20210812
FINLAND,Y2018,Ratio of Eligible own funds to MCR (P90),R0640_P90,11.95,20210812
FINLAND,Y2019,Ratio of Eligible own funds to MCR (P90),R0640_P90,10.98,20210812
FINLAND,Y2020,Ratio of Eligible own funds to MCR (P90),R0640_P90,11.34,20210812
FRANCE,Y2016,Total available own funds to meet the SCR,R0500,331070.98,20210812
FRANCE,Y2017,Total available own funds to meet the SCR,R0500,352141.53,20210812
FRANCE,Y2018,Total available own funds to meet the SCR,R0500,352534.88,20210812
FRANCE,Y2019,Total available own funds to meet the SCR,R0500,418828.38,20210812
FRANCE,Y2020,Total available own funds to meet the SCR,R0500,412289.81,20210812
FRANCE,Y2016,Total available own funds to meet the MCR,R0510,325676.97,20210812
FRANCE,Y2017,Total available own funds to meet the MCR,R0510,347849.67,20210812
FRANCE,Y2018,Total available own funds to meet the MCR,R0510,348839.67,20210812
FRANCE,Y2019,Total available own funds to meet the MCR,R0510,414525.68,20210812
FRANCE,Y2020,Total available own funds to meet the MCR,R0510,406103.82,20210812
FRANCE,Y2016,Total eligible own funds to meet the SCR,R0540,329717.67,20210812
FRANCE,Y2017,Total eligible own funds to meet the SCR,R0540,351277.25,20210812
FRANCE,Y2018,Total eligible own funds to meet the SCR,R0540,351606.33,20210812
FRANCE,Y2019,Total eligible own funds to meet the SCR,R0540,418185.52,20210812
FRANCE,Y2020,Total eligible own funds to meet the SCR,R0540,411236.90,20210812
FRANCE,Y2016,Total eligible own funds to meet the MCR,R0550,310262.69,20210812
FRANCE,Y2017,Total eligible own funds to meet the MCR,R0550,331473.23,20210812
FRANCE,Y2018,Total eligible own funds to meet the MCR,R0550,330958.96,20210812
FRANCE,Y2019,Total eligible own funds to meet the MCR,R0550,394434.57,20210812
FRANCE,Y2020,Total eligible own funds to meet the MCR,R0550,384846.66,20210812
FRANCE,Y2016,SCR,R0580,147608.28,20210812
FRANCE,Y2017,SCR,R0580,147164.82,20210812
FRANCE,Y2018,SCR,R0580,146511.32,20210812
FRANCE,Y2019,SCR,R0580,157760.23,20210812
FRANCE,Y2020,SCR,R0580,169397.89,20210812
FRANCE,Y2016,MCR,R0600,55893.88,20210812
FRANCE,Y2017,MCR,R0600,55753.82,20210812
FRANCE,Y2018,MCR,R0600,55665.04,20210812
FRANCE,Y2019,MCR,R0600,60731.36,20210812
FRANCE,Y2020,MCR,R0600,65351.34,20210812
FRANCE,Y2016,Ratio of Eligible own funds to SCR,R0620,2.23,20210812
FRANCE,Y2017,Ratio of Eligible own funds to SCR,R0620,2.39,20210812
FRANCE,Y2018,Ratio of Eligible own funds to SCR,R0620,2.40,20210812
FRANCE,Y2019,Ratio of Eligible own funds to SCR,R0620,2.65,20210812
FRANCE,Y2020,Ratio of Eligible own funds to SCR,R0620,2.43,20210812
FRANCE,Y2016,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.36,20210812
FRANCE,Y2017,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.46,20210812
FRANCE,Y2018,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.40,20210812
FRANCE,Y2019,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.51,20210812
FRANCE,Y2020,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.56,20210812
FRANCE,Y2016,Ratio of Eligible own funds to SCR (P25),R0620_P25,1.77,20210812
FRANCE,Y2017,Ratio of Eligible own funds to SCR (P25),R0620_P25,1.88,20210812
FRANCE,Y2018,Ratio of Eligible own funds to SCR (P25),R0620_P25,1.78,20210812
FRANCE,Y2019,Ratio of Eligible own funds to SCR (P25),R0620_P25,1.88,20210812
FRANCE,Y2020,Ratio of Eligible own funds to SCR (P25),R0620_P25,1.89,20210812
FRANCE,Y2016,Ratio of Eligible own funds to SCR (P50),R0620_P50,2.68,20210812
FRANCE,Y2017,Ratio of Eligible own funds to SCR (P50),R0620_P50,2.76,20210812
FRANCE,Y2018,Ratio of Eligible own funds to SCR (P50),R0620_P50,2.65,20210812
FRANCE,Y2019,Ratio of Eligible own funds to SCR (P50),R0620_P50,2.62,20210812
FRANCE,Y2020,Ratio of Eligible own funds to SCR (P50),R0620_P50,2.60,20210812
FRANCE,Y2016,Ratio of Eligible own funds to SCR (P75),R0620_P75,3.90,20210812
FRANCE,Y2017,Ratio of Eligible own funds to SCR (P75),R0620_P75,3.91,20210812
FRANCE,Y2018,Ratio of Eligible own funds to SCR (P75),R0620_P75,3.89,20210812
FRANCE,Y2019,Ratio of Eligible own funds to SCR (P75),R0620_P75,3.83,20210812
FRANCE,Y2020,Ratio of Eligible own funds to SCR (P75),R0620_P75,3.63,20210812
FRANCE,Y2016,Ratio of Eligible own funds to SCR (P90),R0620_P90,5.21,20210812
FRANCE,Y2017,Ratio of Eligible own funds to SCR (P90),R0620_P90,5.10,20210812
FRANCE,Y2018,Ratio of Eligible own funds to SCR (P90),R0620_P90,5.13,20210812
FRANCE,Y2019,Ratio of Eligible own funds to SCR (P90),R0620_P90,5.34,20210812
FRANCE,Y2020,Ratio of Eligible own funds to SCR (P90),R0620_P90,5.06,20210812
FRANCE,Y2016,Ratio of Eligible own funds to MCR,R0640,5.55,20210812
FRANCE,Y2017,Ratio of Eligible own funds to MCR,R0640,5.95,20210812
FRANCE,Y2018,Ratio of Eligible own funds to MCR,R0640,5.95,20210812
FRANCE,Y2019,Ratio of Eligible own funds to MCR,R0640,6.49,20210812
FRANCE,Y2020,Ratio of Eligible own funds to MCR,R0640,5.89,20210812
FRANCE,Y2016,Ratio of Eligible own funds to MCR (P10),R0640_P10,2.53,20210812
FRANCE,Y2017,Ratio of Eligible own funds to MCR (P10),R0640_P10,2.82,20210812
FRANCE,Y2018,Ratio of Eligible own funds to MCR (P10),R0640_P10,2.65,20210812
FRANCE,Y2019,Ratio of Eligible own funds to MCR (P10),R0640_P10,2.80,20210812
FRANCE,Y2020,Ratio of Eligible own funds to MCR (P10),R0640_P10,2.89,20210812
FRANCE,Y2016,Ratio of Eligible own funds to MCR (P25),R0640_P25,3.71,20210812
FRANCE,Y2017,Ratio of Eligible own funds to MCR (P25),R0640_P25,4.00,20210812
FRANCE,Y2018,Ratio of Eligible own funds to MCR (P25),R0640_P25,3.82,20210812
FRANCE,Y2019,Ratio of Eligible own funds to MCR (P25),R0640_P25,4.19,20210812
FRANCE,Y2020,Ratio of Eligible own funds to MCR (P25),R0640_P25,4.06,20210812
FRANCE,Y2016,Ratio of Eligible own funds to MCR (P50),R0640_P50,5.76,20210812
FRANCE,Y2017,Ratio of Eligible own funds to MCR (P50),R0640_P50,6.02,20210812
FRANCE,Y2018,Ratio of Eligible own funds to MCR (P50),R0640_P50,5.73,20210812
FRANCE,Y2019,Ratio of Eligible own funds to MCR (P50),R0640_P50,5.93,20210812
FRANCE,Y2020,Ratio of Eligible own funds to MCR (P50),R0640_P50,6.13,20210812
FRANCE,Y2016,Ratio of Eligible own funds to MCR (P75),R0640_P75,9.83,20210812
FRANCE,Y2017,Ratio of Eligible own funds to MCR (P75),R0640_P75,10.25,20210812
FRANCE,Y2018,Ratio of Eligible own funds to MCR (P75),R0640_P75,10.12,20210812
FRANCE,Y2019,Ratio of Eligible own funds to MCR (P75),R0640_P75,10.04,20210812
FRANCE,Y2020,Ratio of Eligible own funds to MCR (P75),R0640_P75,10.04,20210812
FRANCE,Y2016,Ratio of Eligible own funds to MCR (P90),R0640_P90,15.27,20210812
FRANCE,Y2017,Ratio of Eligible own funds to MCR (P90),R0640_P90,14.87,20210812
FRANCE,Y2018,Ratio of Eligible own funds to MCR (P90),R0640_P90,15.18,20210812
FRANCE,Y2019,Ratio of Eligible own funds to MCR (P90),R0640_P90,15.13,20210812
FRANCE,Y2020,Ratio of Eligible own funds to MCR (P90),R0640_P90,14.11,20210812
GERMANY,Y2016,Total available own funds to meet the SCR,R0500,463638.65,20210812
GERMANY,Y2017,Total available own funds to meet the SCR,R0500,482818.95,20210812
GERMANY,Y2018,Total available own funds to meet the SCR,R0500,482839.52,20210812
GERMANY,Y2019,Total available own funds to meet the SCR,R0500,535265.30,20210812
GERMANY,Y2020,Total available own funds to meet the SCR,R0500,566096.53,20210812
GERMANY,Y2016,Total available own funds to meet the MCR,R0510,457344.71,20210812
GERMANY,Y2017,Total available own funds to meet the MCR,R0510,475017.88,20210812
GERMANY,Y2018,Total available own funds to meet the MCR,R0510,474649.11,20210812
GERMANY,Y2019,Total available own funds to meet the MCR,R0510,526784.38,20210812
GERMANY,Y2020,Total available own funds to meet the MCR,R0510,557159.71,20210812
GERMANY,Y2016,Total eligible own funds to meet the SCR,R0540,460192.91,20210812
GERMANY,Y2017,Total eligible own funds to meet the SCR,R0540,480368.43,20210812
GERMANY,Y2018,Total eligible own funds to meet the SCR,R0540,479765.82,20210812
GERMANY,Y2019,Total eligible own funds to meet the SCR,R0540,532850.62,20210812
GERMANY,Y2020,Total eligible own funds to meet the SCR,R0540,563989.83,20210812
GERMANY,Y2016,Total eligible own funds to meet the MCR,R0550,441758.06,20210812
GERMANY,Y2017,Total eligible own funds to meet the MCR,R0550,459864.98,20210812
GERMANY,Y2018,Total eligible own funds to meet the MCR,R0550,458423.20,20210812
GERMANY,Y2019,Total eligible own funds to meet the MCR,R0550,510415.23,20210812
GERMANY,Y2020,Total eligible own funds to meet the MCR,R0550,538967.65,20210812
GERMANY,Y2016,SCR,R0580,138821.06,20210812
GERMANY,Y2017,SCR,R0580,139659.07,20210812
GERMANY,Y2018,SCR,R0580,136476.84,20210812
GERMANY,Y2019,SCR,R0580,171647.14,20210812
GERMANY,Y2020,SCR,R0580,188083.06,20210812
GERMANY,Y2016,MCR,R0600,49108.12,20210812
GERMANY,Y2017,MCR,R0600,47979.28,20210812
GERMANY,Y2018,MCR,R0600,47225.46,20210812
GERMANY,Y2019,MCR,R0600,57924.09,20210812
GERMANY,Y2020,MCR,R0600,63864.38,20210812
GERMANY,Y2016,Ratio of Eligible own funds to SCR,R0620,3.32,20210812
GERMANY,Y2017,Ratio of Eligible own funds to SCR,R0620,3.44,20210812
GERMANY,Y2018,Ratio of Eligible own funds to SCR,R0620,3.52,20210812
GERMANY,Y2019,Ratio of Eligible own funds to SCR,R0620,3.10,20210812
GERMANY,Y2020,Ratio of Eligible own funds to SCR,R0620,3.00,20210812
GERMANY,Y2016,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.52,20210812
GERMANY,Y2017,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.64,20210812
GERMANY,Y2018,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.63,20210812
GERMANY,Y2019,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.61,20210812
GERMANY,Y2020,Ratio of Eligible own funds to SCR (P10),R0620_P10,1.67,20210812
GERMANY,Y2016,Ratio of Eligible own funds to SCR (P25),R0620_P25,2.02,20210812
GERMANY,Y2017,Ratio of Eligible own funds to SCR (P25),R0620_P25,2.08,20210812
GERMANY,Y2018,Ratio of Eligible own funds to SCR (P25),R0620_P25,2.04,20210812
GERMANY,Y2019,Ratio of Eligible own funds to SCR (P25),R0620_P25,2.04,20210812
GERMANY,Y2020,Ratio of Eligible own funds to SCR (P25),R0620_P25,2.03,20210812
GERMANY,Y2016,Ratio of Eligible own funds to SCR (P50),R0620_P50,2.76,20210812
GERMANY,Y2017,Ratio of Eligible own funds to SCR (P50),R0620_P50,3.00,20210812
GERMANY,Y2018,Ratio of Eligible own funds to SCR (P50),R0620_P50,3.11,20210812
GERMANY,Y2019,Ratio of Eligible own funds to SCR (P50),R0620_P50,2.94,20210812
GERMANY,Y2020,Ratio of Eligible own funds to SCR (P50),R0620_P50,2.84,20210812
GERMANY,Y2016,Ratio of Eligible own funds to SCR (P75),R0620_P75,4.11,20210812
GERMANY,Y2017,Ratio of Eligible own funds to SCR (P75),R0620_P75,4.61,20210812
GERMANY,Y2018,Ratio of Eligible own funds to SCR (P75),R0620_P75,4.72,20210812
GERMANY,Y2019,Ratio of Eligible own funds to SCR (P75),R0620_P75,4.49,20210812
GERMANY,Y2020,Ratio of Eligible own funds to SCR (P75),R0620_P75,4.18,20210812
GERMANY,Y2016,Ratio of Eligible own funds to SCR (P90),R0620_P90,5.57,20210812
GERMANY,Y2017,Ratio of Eligible own funds to SCR (P90),R0620_P90,6.44,20210812
GERMANY,Y2018,Ratio of Eligible own funds to SCR (P90),R0620_P90,6.51,20210812
GERMANY,Y2019,Ratio of Eligible own funds to SCR (P90),R0620_P90,5.66,20210812
GERMANY,Y2020,Ratio of Eligible own funds to SCR (P90),R0620_P90,5.48,20210812
GERMANY,Y2016,Ratio of Eligible own funds to MCR,R0640,9.00,20210812
GERMANY,Y2017,Ratio of Eligible own funds to MCR,R0640,9.58,20210812
GERMANY,Y2018,Ratio of Eligible own funds to MCR,R0640,9.71,20210812
